Ensembl,HGNC,Entrez,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,TNBC6,TNBC7,TNBC8,TNBC9,TNBC10,Normal1,Normal2,Normal3,Normal4,Normal5,Normal6,Normal7,Normal8,Normal9,Normal10
ENSG00000189067,LITAF,9516.00,4056.00,4878.00,58820.00,4007.00,8424.00,4601.00,4915.00,4688.00,5963.00,4263.00,5320.00,4959.00,5567.00,3091.00,5681.00,4159.00,3978.00,4784.00,5766.00,3904.00
ENSG00000149591,TAGLN,6876.00,4577.00,27557.00,21146.00,2018.00,3656.00,2426.00,1975.00,2081.00,2206.00,1587.00,36735.00,7578.00,16756.00,31867.00,24679.00,16240.00,17549.00,21432.00,33453.00,8928.00
ENSG00000004799,PDK4,5166.00,166.00,145.00,395.00,168.00,213.00,280.00,1160.00,180.00,56.00,646.00,16625.00,40691.00,2747.00,11158.00,16197.00,3634.00,25453.00,12816.00,274.00,30122.00
ENSG00000100345,MYH9,4627.00,39014.00,60438.00,19831.00,27242.00,12881.00,23768.00,18923.00,2826.00,22337.00,17078.00,38793.00,26150.00,29767.00,32713.00,32850.00,27972.00,29444.00,37580.00,37630.00,23509.00
ENSG00000122406,RPL5,6125.00,13703.00,15211.00,24304.00,15692.00,8334.00,12473.00,34921.00,60437.00,28788.00,33662.00,32180.00,15585.00,28138.00,16277.00,23139.00,20797.00,17441.00,25490.00,38123.00,16417.00
ENSG00000140988,RPS2,6187.00,15401.00,17283.00,45699.00,12329.00,6303.00,6205.00,31110.00,40934.00,22573.00,30861.00,16886.00,8063.00,15412.00,4975.00,13218.00,8235.00,9965.00,9798.00,25458.00,5362.00
ENSG00000132465,IGJ,3512.00,1625.00,4444.00,1019.00,129.00,2645.00,705.00,2600.00,1368.00,720.00,281.00,12791.00,64.00,6859.00,601.00,13626.00,15087.00,10948.00,52648.00,5180.00,564.00
ENSG00000115461,IGFBP5,3488.00,4141.00,32629.00,6766.00,2965.00,9874.00,20103.00,3400.00,13156.00,3770.00,5205.00,9213.00,37438.00,11092.00,26929.00,21033.00,18656.00,26633.00,24080.00,12726.00,40746.00
ENSG00000204628,GNB2L1,10399.00,12168.00,14545.00,18448.00,14564.00,11891.00,14462.00,22017.00,52402.00,21164.00,30205.00,35092.00,17242.00,35491.00,16384.00,28355.00,20647.00,19300.00,23361.00,50811.00,16552.00
NA,TMSL3,7117.00,21028.00,50647.00,41813.00,8693.00,13285.00,29376.00,20078.00,21181.00,11600.00,17046.00,30400.00,46292.00,13830.00,21728.00,40239.00,24527.00,22473.00,28837.00,21167.00,32588.00
ENSG00000105372,RPS19,6223.00,16736.00,15698.00,34403.00,13767.00,6250.00,8945.00,18369.00,32186.00,13737.00,46708.00,19501.00,5493.00,16493.00,4167.00,13474.00,9515.00,5917.00,9683.00,32265.00,4197.00
ENSG00000141753,IGFBP4,3487.00,6397.00,8270.00,10931.00,2920.00,4745.00,5675.00,4461.00,4740.00,1522.00,2473.00,46800.00,23878.00,17520.00,10647.00,23446.00,16072.00,22990.00,23554.00,24713.00,12794.00
ENSG00000063177,RPL18,6141.00,9255.00,10984.00,33072.00,10314.00,5430.00,4140.00,13224.00,21575.00,16597.00,47614.00,17508.00,6237.00,14315.00,5726.00,15316.00,8793.00,7046.00,10144.00,30374.00,5767.00
ENSG00000143320,CRABP2,1382.00,1073.00,29405.00,37172.00,11706.00,424.00,2806.00,769.00,2575.00,698.00,29488.00,5944.00,1027.00,4677.00,456.00,2894.00,2815.00,3629.00,2705.00,6192.00,538.00
ENSG00000128422,KRT17,3872.00,2956.00,34282.00,318.00,280.00,4.00,2166.00,4505.00,1639.00,11229.00,37653.00,20873.00,566.00,7703.00,1562.00,17345.00,9810.00,6105.00,10052.00,15288.00,671.00
ENSG00000111275,ALDH2,217.00,894.00,1884.00,869.00,4743.00,545.00,1412.00,408.00,2245.00,822.00,17839.00,2853.00,30055.00,3389.00,30540.00,13807.00,5749.00,15027.00,8063.00,4881.00,34484.00
ENSG00000109971,HSPA8,3312.00,24089.00,32424.00,4522.00,15079.00,44275.00,43509.00,20707.00,37936.00,44671.00,33209.00,24863.00,20709.00,19295.00,23719.00,19691.00,16920.00,16749.00,13389.00,27088.00,19976.00
ENSG00000175130,MARCKSL1,65108.00,6749.00,5409.00,14908.00,51392.00,1597.00,8738.00,9422.00,7302.00,10050.00,13407.00,5361.00,514.00,4492.00,755.00,3766.00,3822.00,3375.00,1863.00,9577.00,337.00
ENSG00000100292,HMOX1,3162.00,1651.00,1705.00,1670.00,635.00,5305.00,1211.00,264.00,731.00,443.00,1308.00,679.00,49876.00,252.00,749.00,1057.00,1540.00,339.00,343.00,333.00,852.00
ENSG00000110799,VWF,7450.00,1752.00,2343.00,1826.00,874.00,1585.00,3319.00,1656.00,541.00,903.00,1794.00,8726.00,22867.00,5599.00,35952.00,24661.00,9398.00,20957.00,20761.00,4255.00,25237.00
ENSG00000185624,P4HB,5034.00,16646.00,55614.00,14841.00,38389.00,22924.00,32274.00,14071.00,24411.00,20248.00,19967.00,17559.00,14985.00,13437.00,12209.00,20801.00,9538.00,11985.00,12849.00,22271.00,12559.00
ENSG00000182718,ANXA2,302.00,24194.00,42678.00,6846.00,2501.00,11231.00,17858.00,8596.00,11279.00,29706.00,7593.00,17873.00,29424.00,10118.00,27260.00,27805.00,11187.00,20723.00,16942.00,19130.00,38789.00
ENSG00000142541,RPL13A,23521.00,14841.00,8771.00,15317.00,9513.00,6806.00,4896.00,11690.00,32652.00,21774.00,36549.00,29611.00,9930.00,24513.00,8388.00,21914.00,13441.00,10583.00,15218.00,43753.00,9708.00
ENSG00000174697,LEP,3952.00,1.00,14.00,5.00,0.00,87.00,0.00,16.00,1.00,1.00,45.00,987.00,7954.00,4076.00,28530.00,16210.00,2506.00,18325.00,7009.00,100.00,37746.00
ENSG00000198363,ASPH,444.00,2880.00,4322.00,6069.00,3241.00,30743.00,5996.00,3971.00,2259.00,3558.00,2120.00,6191.00,15887.00,8022.00,31901.00,13275.00,7388.00,25008.00,13109.00,5634.00,34825.00
ENSG00000150093,ITGB1,3688.00,10549.00,18793.00,18859.00,11845.00,13786.00,18536.00,11605.00,9246.00,8885.00,5182.00,11978.00,28434.00,18178.00,43580.00,15398.00,14893.00,24165.00,18153.00,9464.00,45721.00
ENSG00000117984,CTSD,1509.00,23361.00,31877.00,19194.00,11070.00,26370.00,20498.00,2602.00,12714.00,40092.00,33979.00,25421.00,33575.00,7269.00,10192.00,24471.00,8033.00,8601.00,8262.00,19284.00,13734.00
ENSG00000142534,RPS11,6205.00,17491.00,19917.00,38231.00,25059.00,11523.00,8903.00,32372.00,47158.00,28317.00,47694.00,30995.00,18562.00,25025.00,19381.00,28023.00,21408.00,17219.00,25981.00,38050.00,20373.00
ENSG00000166441,RPL27A,6157.00,13666.00,8590.00,27260.00,14742.00,4833.00,5511.00,11499.00,43265.00,23327.00,40359.00,18356.00,9498.00,13721.00,8967.00,17456.00,9761.00,9268.00,13802.00,18425.00,9411.00
ENSG00000104332,SFRP1,6422.00,3362.00,14245.00,18907.00,24177.00,153.00,33960.00,8683.00,12223.00,11205.00,56.00,18985.00,4182.00,38771.00,8887.00,11246.00,23291.00,14724.00,17032.00,26620.00,18532.00
ENSG00000186847,KRT14,3861.00,14238.00,16661.00,284.00,189.00,0.00,189.00,1323.00,972.00,742.00,1935.00,42137.00,152.00,10903.00,1808.00,17153.00,8944.00,12608.00,11858.00,16359.00,431.00
ENSG00000150991,UBC,7316.00,34814.00,38164.00,29470.00,48372.00,34143.00,25972.00,30641.00,27133.00,60022.00,32921.00,42535.00,34938.00,32842.00,51286.00,48937.00,33604.00,45747.00,43967.00,31520.00,61232.00
ENSG00000141736,ERBB2,2064.00,2268.00,4373.00,17265.00,4251.00,7019.00,2352.00,518.00,1557.00,1860.00,4283.00,6752.00,700.00,6359.00,669.00,4990.00,5449.00,3743.00,3130.00,47413.00,1073.00
ENSG00000111716,LDHB,3945.00,8381.00,4409.00,6086.00,8845.00,845.00,10210.00,17028.00,50454.00,20911.00,8742.00,7460.00,9162.00,7027.00,14947.00,8862.00,5001.00,8111.00,6638.00,8820.00,15970.00
ENSG00000109846,CRYAB,1410.00,3155.00,765.00,7346.00,1026.00,1603.00,7356.00,10808.00,5853.00,2837.00,309.00,3932.00,7259.00,5229.00,24585.00,15251.00,3300.00,16927.00,7483.00,3427.00,42836.00
ENSG00000149925,ALDOA,226.00,17150.00,39086.00,23241.00,11288.00,17278.00,11504.00,16821.00,22297.00,50764.00,21366.00,22818.00,12681.00,10456.00,20050.00,24610.00,9921.00,22331.00,13925.00,30950.00,16072.00
ENSG00000187498,COL4A1,1282.00,8880.00,9133.00,24207.00,4082.00,3569.00,15060.00,17145.00,7399.00,6117.00,6790.00,5904.00,27328.00,8604.00,35955.00,18464.00,5224.00,16107.00,8503.00,3244.00,33421.00
ENSG00000142798,HSPG2,3339.00,4974.00,4859.00,6703.00,2863.00,4067.00,6966.00,2260.00,744.00,4630.00,4346.00,6004.00,28166.00,10168.00,36085.00,15902.00,5659.00,16531.00,9375.00,5753.00,29704.00
ENSG00000278229,RPS17,6218.00,5066.00,7450.00,16895.00,8192.00,3748.00,5070.00,33933.00,41961.00,26491.00,23003.00,18034.00,9882.00,13165.00,9426.00,13885.00,11839.00,9224.00,15752.00,20142.00,9044.00
ENSG00000185640,KRT79,338785.00,447.00,2.00,1.00,0.00,0.00,7.00,220.00,888.00,24.00,44407.00,2.00,11.00,7.00,42.00,72.00,1.00,52.00,20.00,3.00,34.00
ENSG00000142173,COL6A2,1292.00,23838.00,28282.00,20369.00,4147.00,5324.00,10121.00,2517.00,3017.00,5731.00,8230.00,15563.00,29558.00,14636.00,16695.00,37951.00,8697.00,17214.00,11582.00,11963.00,24879.00
ENSG00000177600,RPLP2,6181.00,7253.00,7890.00,29419.00,16467.00,3957.00,5250.00,9841.00,35830.00,20022.00,41179.00,12051.00,14960.00,10439.00,16030.00,18030.00,8049.00,10514.00,11978.00,17590.00,16536.00
ENSG00000158887,MPZ,4359.00,13.00,9.00,20.00,19.00,4.00,29.00,43933.00,488.00,40.00,28.00,29.00,98.00,28.00,206.00,145.00,43.00,131.00,96.00,9.00,328.00
ENSG00000096696,DSP,1832.00,28900.00,37865.00,9205.00,14152.00,23621.00,15449.00,20149.00,6803.00,28416.00,14868.00,15697.00,321.00,18453.00,1354.00,6796.00,15943.00,19757.00,13230.00,12095.00,670.00
ENSG00000163359,COL6A3,1293.00,15061.00,21495.00,11623.00,2545.00,26588.00,28056.00,8474.00,2293.00,6704.00,5207.00,16017.00,40034.00,19405.00,18458.00,16116.00,7877.00,17882.00,12768.00,6673.00,26683.00
ENSG00000168036,CTNNB1,1499.00,8726.00,12264.00,3900.00,5204.00,9415.00,14618.00,9391.00,12768.00,50044.00,3736.00,14328.00,6794.00,16251.00,7331.00,8579.00,11668.00,9366.00,11969.00,13342.00,6671.00
ENSG00000244734,HBB,3043.00,77.00,23.00,1171.00,25.00,42.00,29.00,41.00,4.00,1.00,12.00,3574.00,7272.00,217.00,2280.00,12399.00,684.00,4308.00,4689.00,216.00,42686.00
ENSG00000091986,CCDC80,151887.00,3009.00,2132.00,971.00,346.00,4453.00,3567.00,1046.00,520.00,799.00,875.00,7651.00,31401.00,4898.00,14080.00,13105.00,6539.00,17733.00,8983.00,1216.00,31419.00
ENSG00000137673,MMP7,4316.00,39835.00,5589.00,31.00,44.00,84.00,4861.00,2091.00,21469.00,2933.00,12.00,3313.00,17.00,1134.00,47.00,4000.00,5504.00,1471.00,2126.00,3289.00,72.00
ENSG00000143321,HDGF,3068.00,27903.00,28698.00,11311.00,18235.00,4059.00,6797.00,27200.00,20091.00,12703.00,25888.00,5240.00,3717.00,4144.00,3642.00,4904.00,4523.00,4709.00,4262.00,6262.00,3709.00
ENSG00000274646,RPS9,6203.00,12992.00,7554.00,14264.00,11811.00,3156.00,3810.00,4979.00,36892.00,18931.00,15617.00,19544.00,9141.00,17515.00,8483.00,17883.00,9626.00,8482.00,13249.00,38321.00,6737.00
ENSG00000206258,TNXB,7148.00,132.00,70.00,219.00,155.00,110.00,91.00,71.00,54.00,85.00,83.00,4935.00,35487.00,7920.00,16548.00,16327.00,3415.00,16060.00,11331.00,2665.00,17372.00
ENSG00000108107,RPL28,6158.00,10180.00,10087.00,26778.00,9035.00,3826.00,3611.00,14294.00,34519.00,14514.00,30285.00,10748.00,5847.00,9095.00,4324.00,11331.00,5358.00,5049.00,5877.00,25325.00,4241.00
ENSG00000155368,DBI,1622.00,4787.00,5266.00,12655.00,39286.00,28693.00,2644.00,5425.00,3216.00,3174.00,9067.00,4347.00,3359.00,3463.00,4253.00,5307.00,3394.00,3127.00,3090.00,5100.00,4401.00
ENSG00000250722,SEPP1,6414.00,736.00,1354.00,7065.00,1291.00,22376.00,4639.00,2446.00,2884.00,488.00,1710.00,13984.00,29732.00,13779.00,23212.00,15402.00,19556.00,13307.00,13744.00,7009.00,25550.00
ENSG00000079435,LIPE,3991.00,14.00,158.00,36.00,65.00,123.00,55.00,147.00,76.00,20.00,71.00,909.00,13141.00,2909.00,30936.00,16970.00,1914.00,10845.00,4710.00,649.00,25968.00
ENSG00000133392,MYH11,4629.00,161.00,703.00,542.00,509.00,184.00,64.00,179.00,44.00,189.00,131.00,28323.00,5042.00,12799.00,27455.00,9496.00,18424.00,13960.00,15079.00,8583.00,2486.00
ENSG00000179218,CALR,811.00,20279.00,40520.00,35116.00,34887.00,15828.00,20204.00,21028.00,20499.00,18140.00,28389.00,16625.00,11347.00,10990.00,8924.00,14661.00,8553.00,10673.00,12633.00,15753.00,11539.00
ENSG00000166426,CRABP1,1381.00,2382.00,3353.00,39327.00,411.00,2.00,348.00,16384.00,1172.00,134.00,7299.00,656.00,1.00,1434.00,17.00,177.00,169.00,131.00,209.00,1474.00,22.00
ENSG00000169908,TM4SF1,4071.00,31169.00,4138.00,19054.00,5776.00,1038.00,4162.00,34641.00,12527.00,17995.00,6152.00,7180.00,2520.00,9573.00,4238.00,6510.00,12058.00,4946.00,7893.00,6314.00,2744.00
ENSG00000164587,RPS14,6208.00,6447.00,5924.00,19183.00,11305.00,4245.00,3897.00,11302.00,40774.00,25695.00,22592.00,21020.00,13057.00,16998.00,12477.00,19239.00,15083.00,11959.00,18163.00,30241.00,11098.00
ENSG00000188536,HBA2,3040.00,38.00,24.00,1409.00,29.00,18.00,16.00,47.00,23.00,3.00,36.00,3459.00,3920.00,233.00,1988.00,10082.00,397.00,3184.00,3292.00,257.00,40853.00
ENSG00000035862,TIMP2,7077.00,7030.00,14440.00,3798.00,3406.00,10446.00,13080.00,3259.00,2713.00,3499.00,1672.00,11339.00,30589.00,9303.00,18339.00,18172.00,12170.00,18530.00,17934.00,5114.00,33894.00
ENSG00000071082,RPL31,6160.00,9153.00,9289.00,33090.00,6581.00,3969.00,4041.00,19099.00,39213.00,19220.00,18926.00,23130.00,10408.00,15078.00,10333.00,14661.00,14378.00,11722.00,17873.00,21907.00,8768.00
ENSG00000076706,MCAM,4162.00,1490.00,4931.00,5516.00,1742.00,678.00,5773.00,1557.00,1416.00,1317.00,2023.00,4000.00,10696.00,4096.00,30677.00,15339.00,6092.00,15447.00,8893.00,2921.00,30246.00
ENSG00000152583,SPARCL1,8404.00,1394.00,2280.00,2395.00,1587.00,3301.00,2038.00,3619.00,2803.00,788.00,2166.00,20317.00,22457.00,13324.00,17835.00,17725.00,16301.00,17535.00,26772.00,10918.00,20632.00
ENSG00000083845,RPS5,6193.00,4755.00,8560.00,5096.00,3830.00,7109.00,3708.00,10224.00,42433.00,21064.00,8932.00,12339.00,6227.00,14354.00,6182.00,11426.00,8138.00,7867.00,9876.00,20249.00,5229.00
ENSG00000139644,TMBIM6,7009.00,8719.00,15895.00,10958.00,22274.00,48794.00,10673.00,10634.00,13798.00,8146.00,13579.00,20396.00,16343.00,18863.00,20594.00,25276.00,21040.00,22051.00,18522.00,21629.00,19931.00
ENSG00000162078,ZG16B,124220.00,13.00,585.00,39251.00,6631.00,62.00,324.00,5.00,14.00,76.00,39.00,1279.00,10.00,720.00,15.00,556.00,879.00,222.00,557.00,841.00,11.00
ENSG00000170525,PFKFB3,5209.00,2104.00,1764.00,1349.00,526.00,505.00,2913.00,647.00,2629.00,2692.00,236.00,2462.00,23634.00,5887.00,24421.00,8427.00,4407.00,10547.00,6980.00,2398.00,29199.00
ENSG00000197756,RPL37A,6168.00,6198.00,6449.00,25346.00,12105.00,6347.00,5804.00,20323.00,34403.00,20134.00,25810.00,19365.00,11140.00,15477.00,11538.00,15383.00,11021.00,9224.00,13721.00,31952.00,6098.00
ENSG00000111669,TPI1,7167.00,7890.00,16230.00,7167.00,7154.00,3987.00,12229.00,17377.00,41217.00,15435.00,12678.00,5429.00,5065.00,3614.00,4831.00,5558.00,3988.00,4397.00,4178.00,7196.00,4471.00
ENSG00000142949,PTPRF,5792.00,11300.00,21069.00,3774.00,37574.00,8880.00,14849.00,5977.00,17120.00,36643.00,18783.00,10647.00,9785.00,16803.00,21532.00,13030.00,14442.00,12926.00,8974.00,18167.00,14177.00
ENSG00000071967,CYBRD1,79901.00,1595.00,1732.00,1123.00,816.00,4880.00,1686.00,1130.00,1218.00,760.00,648.00,8465.00,22108.00,7355.00,17208.00,12344.00,11685.00,16536.00,14886.00,4322.00,31148.00
ENSG00000174748,RPL15,6138.00,11910.00,9901.00,34133.00,6538.00,10586.00,9481.00,16691.00,19778.00,38710.00,23212.00,27420.00,17357.00,24379.00,16970.00,22040.00,21526.00,19200.00,22037.00,32777.00,16645.00
ENSG00000104419,NDRG1,10397.00,2182.00,41127.00,10330.00,9905.00,4796.00,4881.00,697.00,4450.00,15254.00,12694.00,4066.00,9676.00,4213.00,11011.00,7377.00,4439.00,7418.00,5588.00,3026.00,11908.00
ENSG00000116133,DHCR24,1718.00,1013.00,11153.00,1277.00,13023.00,24785.00,7579.00,11248.00,4842.00,4480.00,38022.00,14132.00,4436.00,7816.00,2889.00,11647.00,7400.00,10391.00,11690.00,12894.00,4883.00
ENSG00000134871,COL4A2,1284.00,7446.00,13795.00,16387.00,4861.00,2144.00,19224.00,9633.00,15982.00,6266.00,6729.00,9506.00,22047.00,11862.00,34762.00,19394.00,6363.00,15911.00,8856.00,7999.00,30655.00
ENSG00000227471,AKR1B15,441282.00,3.00,101.00,10.00,8.00,38017.00,74.00,3.00,0.00,1.00,85.00,3.00,10.00,51.00,9.00,566.00,3.00,15.00,14.00,624.00,55.00
ENSG00000182326,C1S,716.00,9709.00,13637.00,1371.00,798.00,11650.00,13745.00,3665.00,32566.00,4274.00,1141.00,15731.00,26834.00,5833.00,12810.00,18495.00,11835.00,13885.00,12993.00,4197.00,20004.00
ENSG00000084234,APLP2,334.00,5818.00,17409.00,8032.00,16728.00,45460.00,15505.00,5661.00,15464.00,8214.00,4617.00,17697.00,18489.00,16806.00,13883.00,17708.00,18771.00,15834.00,15402.00,15815.00,15636.00
ENSG00000229117,RPL41,6171.00,7744.00,10268.00,10973.00,11207.00,9407.00,4169.00,9295.00,35635.00,11578.00,19855.00,26577.00,14223.00,20027.00,12407.00,21854.00,18365.00,11615.00,19220.00,33183.00,12273.00
ENSG00000115415,STAT1,6772.00,12501.00,24041.00,1207.00,1728.00,4970.00,34268.00,7817.00,8985.00,8456.00,1517.00,3678.00,3289.00,2599.00,4004.00,3161.00,7290.00,3448.00,3047.00,2340.00,4466.00
ENSG00000275365,MMP11,4320.00,978.00,36014.00,1018.00,1137.00,9071.00,8815.00,251.00,3105.00,752.00,2647.00,161.00,140.00,122.00,53.00,250.00,89.00,143.00,100.00,110.00,111.00
ENSG00000116016,EPAS1,2034.00,1628.00,2619.00,3348.00,1312.00,3728.00,4630.00,1878.00,1709.00,1017.00,6395.00,6715.00,14656.00,6313.00,28462.00,10460.00,7806.00,18316.00,11214.00,3493.00,26983.00
ENSG00000136235,GPNMB,10457.00,4142.00,11479.00,4234.00,3630.00,16723.00,36162.00,1233.00,1658.00,2263.00,4522.00,5772.00,17614.00,2943.00,5099.00,11720.00,7543.00,6604.00,8482.00,1903.00,11723.00
ENSG00000042445,RETSAT,54884.00,968.00,1477.00,1081.00,974.00,4520.00,1539.00,635.00,353.00,603.00,6297.00,2811.00,7675.00,4098.00,25204.00,14032.00,2990.00,11376.00,7196.00,2978.00,29489.00
ENSG00000135046,ANXA1,301.00,4301.00,4292.00,2220.00,1387.00,1841.00,8770.00,16502.00,1312.00,7860.00,970.00,10426.00,22067.00,8132.00,21542.00,15516.00,10613.00,18272.00,14527.00,8658.00,29428.00
ENSG00000009307,CSDE1,7812.00,14660.00,20767.00,8678.00,13774.00,25927.00,24610.00,23030.00,18917.00,22712.00,23756.00,14475.00,22197.00,19397.00,38900.00,18764.00,19061.00,24342.00,19333.00,13191.00,43077.00
ENSG00000142676,RPL11,6135.00,9562.00,12053.00,20582.00,6716.00,5432.00,8214.00,10860.00,26553.00,28224.00,31046.00,27151.00,17481.00,20651.00,15809.00,22578.00,19859.00,14336.00,21902.00,31156.00,20937.00
ENSG00000125740,FOSB,2354.00,433.00,221.00,128.00,97.00,146.00,280.00,1095.00,67.00,34.00,581.00,1578.00,7098.00,15191.00,25887.00,7710.00,3843.00,8571.00,3054.00,2825.00,25013.00
ENSG00000130287,NCAN,1463.00,0.00,0.00,35554.00,2.00,0.00,53.00,37.00,3.00,403.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
ENSG00000204287,HLA-DRA,3122.00,22302.00,24274.00,3950.00,2242.00,11774.00,22224.00,5271.00,32449.00,7481.00,6823.00,14636.00,12045.00,4261.00,9539.00,13508.00,16921.00,9815.00,9051.00,12089.00,19118.00
ENSG00000134419,RPS15A,6210.00,4100.00,11765.00,21186.00,7280.00,7461.00,4865.00,25189.00,37163.00,7446.00,15926.00,18145.00,9328.00,12877.00,9275.00,13223.00,10671.00,9024.00,12754.00,19046.00,9747.00
ENSG00000138061,CYP1B1,1545.00,1463.00,372.00,6874.00,461.00,6017.00,9895.00,1613.00,33249.00,437.00,16589.00,1910.00,3253.00,1019.00,2224.00,1320.00,1123.00,1677.00,1887.00,1119.00,787.00
ENSG00000151914,DST,667.00,1169.00,5003.00,1111.00,1731.00,2085.00,4860.00,5016.00,1417.00,4587.00,764.00,24404.00,8186.00,20449.00,8680.00,10706.00,23113.00,11960.00,21173.00,9468.00,8934.00
ENSG00000143761,ARF1,375.00,15112.00,21017.00,33911.00,28645.00,16443.00,8673.00,12631.00,13751.00,7627.00,13322.00,9312.00,6603.00,6604.00,6832.00,10097.00,6071.00,6441.00,7214.00,9429.00,7255.00
ENSG00000074416,MGLL,11343.00,456.00,758.00,336.00,776.00,1246.00,459.00,1049.00,162.00,495.00,4001.00,2565.00,9561.00,3715.00,26684.00,12491.00,4028.00,13015.00,8246.00,2261.00,22742.00
ENSG00000143416,SELENBP1,8991.00,350.00,731.00,36089.00,2332.00,1099.00,992.00,190.00,2680.00,506.00,5619.00,2745.00,4250.00,3157.00,5518.00,4372.00,2381.00,3182.00,2883.00,3773.00,5868.00
ENSG00000113739,STC2,8614.00,790.00,882.00,1133.00,141.00,72.00,557.00,742.00,1634.00,1211.00,574.00,21209.00,65.00,13221.00,420.00,11149.00,14975.00,21759.00,16050.00,5308.00,687.00
ENSG00000123243,ITIH5,80760.00,35.00,159.00,67.00,1013.00,140.00,115.00,246.00,61.00,53.00,146.00,2855.00,9205.00,3837.00,14487.00,13662.00,2460.00,10438.00,6322.00,1709.00,30184.00
ENSG00000134333,LDHA,3939.00,16967.00,25265.00,6598.00,6712.00,12897.00,7338.00,17230.00,22172.00,36627.00,6963.00,10661.00,15630.00,6325.00,17923.00,11954.00,7026.00,13600.00,10588.00,10210.00,15780.00
ENSG00000240583,AQP1,358.00,1077.00,1111.00,5610.00,1582.00,1635.00,3238.00,8022.00,662.00,690.00,1176.00,13979.00,12893.00,9007.00,17350.00,21466.00,12661.00,16497.00,21464.00,12832.00,19668.00
ENSG00000141424,SLC39A6,25800.00,1819.00,2399.00,2146.00,2766.00,8947.00,4482.00,1548.00,1817.00,5339.00,3021.00,29018.00,1569.00,15673.00,2243.00,6282.00,9544.00,20448.00,16808.00,8316.00,1866.00
ENSG00000197956,S100A6,6277.00,13656.00,23116.00,4163.00,2494.00,2008.00,6203.00,11464.00,10676.00,26013.00,4458.00,9897.00,22020.00,5998.00,9231.00,26229.00,6930.00,10120.00,11901.00,13699.00,18308.00
ENSG00000101335,MYL9,10398.00,1944.00,9097.00,4833.00,1164.00,2100.00,1833.00,1560.00,2756.00,3462.00,1255.00,18837.00,8590.00,9171.00,28955.00,19140.00,8984.00,15902.00,12779.00,12831.00,8970.00
ENSG00000163041,H3F3A,3020.00,7619.00,5450.00,35812.00,7412.00,4286.00,1701.00,15498.00,4946.00,3269.00,6168.00,4613.00,3011.00,3514.00,2506.00,4186.00,4287.00,3339.00,3905.00,3577.00,1821.00
ENSG00000170421,KRT8,3856.00,10226.00,24349.00,8822.00,9282.00,5278.00,2998.00,3975.00,12504.00,7562.00,21533.00,17182.00,211.00,9347.00,607.00,8931.00,6196.00,7317.00,6478.00,25739.00,457.00
ENSG00000163468,CCT3,7203.00,23524.00,19434.00,10558.00,11340.00,6073.00,6517.00,20036.00,14425.00,14357.00,26998.00,5845.00,3529.00,5037.00,3211.00,4784.00,3760.00,3923.00,3751.00,8266.00,3193.00
ENSG00000166598,HSP90B1,7184.00,30765.00,31524.00,21475.00,28450.00,23410.00,28350.00,36189.00,29451.00,26234.00,17362.00,18245.00,16555.00,15653.00,12687.00,13539.00,13829.00,13512.00,16234.00,15664.00,14101.00
